0,1,2
1985 National League Team ReviewHitting Statistics League Leaderboard,,
Statistic,Team,#
Base on Balls,St. Louis,586
Batting Average,St. Louis,.264
Doubles,Houston,261
Hits,San Diego,"1,457"
Home Runs,Chicago,150
On Base Percentage,St. Louis,.338
Runs,St. Louis,747
Slugging Average,Chicago,.390
Stolen Bases,St. Louis,314
Triples,St. Louis,59
