0,1,2
1949 National League Team ReviewPitching Statistics League Leaderboard,,
Statistic,Team,#
Complete Games,Boston,68
New York,,
ERA,St. Louis,3.44
Fewest Hits Allowed,Brooklyn,"1,306"
Fewest Home Runs Allowed,St. Louis,87
Fewest Walks Allowed,Philadelphia,502
Saves,St. Louis,19
Shutouts,Brooklyn,15
Strikeouts,Brooklyn,743
Seasonal Events:All-Star Game|World SeriesNavigation:Year in Review Menu|Previous Season|Next SeasonMiscellaneous:A.L. LeaderboardRetirements|Rookies List,,
