0,1,2
1966 National League Team ReviewPitching Statistics League Leaderboard,,
Statistic,Team,#
Complete Games,Los Angeles,52
Philadelphia,,
San Francisco,,
ERA,Los Angeles,2.63
Fewest Hits Allowed,Los Angeles,"1,287"
Fewest Home Runs Allowed,Los Angeles,84
Fewest Walks Allowed,Los Angeles,356
Saves,Pittsburgh,43
Shutouts,Los Angeles,20
Strikeouts,Los Angeles,"1,084"
Statistic,Team,#
1966 NL Team Pitching Stats,,
