0,1,2
1956 National League Team ReviewPitching Statistics League Leaderboard,,
Statistic,Team,#
Complete Games,Milwaukee,64
ERA,Milwaukee,3.12
Fewest Hits Allowed,Brooklyn,"1,251"
Fewest Home Runs Allowed,Milwaukee,133
Fewest Walks Allowed,Philadelphia,437
Saves,Brooklyn,30
St. Louis,,
Shutouts,Brooklyn,12
Milwaukee,,
St. Louis,,
Strikeouts,Brooklyn,772
