0,1,2
1945 National League Team ReviewPitching Statistics League Leaderboard,,
Statistic,Team,#
Complete Games,Chicago,86
ERA,Chicago,2.98
Fewest Hits Allowed,Chicago,"1,301"
Fewest Home Runs Allowed,Chicago,57
Fewest Walks Allowed,Chicago,385
Saves,Philadelphia,26
Shutouts,St. Louis,18
Strikeouts,Brooklyn,557
Statistic,Team,#
