0,1,2
1976 National League Team ReviewHitting Statistics League Leaderboard,,
Statistic,Team,#
Base on Balls,Cincinnati,681
Batting Average,Cincinnati,.280
Doubles,Cincinnati,271
Hits,Cincinnati,"1,599"
Home Runs,Cincinnati,141
On Base Percentage,Cincinnati,.360
Runs,Cincinnati,857
Slugging Average,Cincinnati,.424
Stolen Bases,Cincinnati,210
Triples,Cincinnati,63
