0,1,2
1925 National League Team ReviewHitting Statistics League Leaderboard,,
Statistic,Team,#
Base on Balls,Pittsburgh,499
Batting Average,Pittsburgh,.307
Doubles,Pittsburgh,316
Hits,Pittsburgh,"1,651"
Home Runs,New York,114
On Base Percentage,Pittsburgh,.369
Runs,Pittsburgh,912
Slugging Average,Pittsburgh,.449
Stolen Bases,Pittsburgh,159
Triples,Pittsburgh,105
