0,1,2
1974 National League Team ReviewHitting Statistics League Leaderboard,,
Statistic,Team,#
Base on Balls,Cincinnati,693
Batting Average,Pittsburgh,.274
Doubles,Cincinnati,271
Hits,Pittsburgh,"1,560"
Home Runs,Los Angeles,139
On Base Percentage,Los Angeles,.346
Runs,Los Angeles,798
Slugging Average,Los Angeles,.401
Stolen Bases,St. Louis,172
Triples,Philadelphia,50
