0,1,2
1982 National League Team ReviewPitching Statistics League Leaderboard,,
Statistic,Team,#
Complete Games,Philadelphia,38
ERA,Los Angeles,3.26
Fewest Hits Allowed,Houston,"1,338"
Fewest Home Runs Allowed,Los Angeles,81
Fewest Walks Allowed,Montreal,448
Saves,Atlanta,51
Shutouts,Houston,16
Los Angeles,,
Strikeouts,Philadelphia,"1,002"
Statistic,Team,#
1982 Team Pitching Statistics,,
