0,1,2
1886 American Association Team ReviewPitching Statistics League Leaderboard,,
Statistic,Team,#
Complete Games,Brooklyn,138
ERA,St. Louis,2.49
Fewest Hits Allowed,St. Louis,"1,087"
Fewest Home Runs Allowed,Pittsburgh,10
Fewest Walks Allowed,Pittsburgh,299
Saves,Louisville,2
St. Louis,,
Shutouts,Pittsburgh,15
Strikeouts,Baltimore,805
Statistic,Team,#
