0,1,2,3,4
1909 National League StandingsTeam Standings |1909 World Series,,,,
Team | Roster,W,L,WP,GB
Pittsburgh Pirates,110,42,.724,0
Chicago Cubs,104,49,.680,6½
New York Giants,92,61,.601,18½
Cincinnati Reds,77,76,.503,33½
Philadelphia Phillies,74,79,.484,36½
Brooklyn Superbas,55,98,.359,55½
St. Louis Cardinals,54,98,.355,56
Boston Doves,45,108,.294,65½
Team | Roster,W,L,WP,GB
1909 National League Team Standings,,,,
