0,1,2
1954 National League Team ReviewPitching Statistics League Leaderboard,,
Statistic,Team,#
Complete Games,Philadelphia,78
ERA,New York,3.10
Fewest Hits Allowed,New York,"1,258"
Fewest Home Runs Allowed,Milwaukee,106
Fewest Walks Allowed,Philadelphia,450
Saves,Brooklyn,36
Shutouts,New York,19
Strikeouts,Brooklyn,762
