0,1,2
1933 National League Team ReviewHitting Statistics League Leaderboard,,
Statistic,Team,#
Base on Balls,Brooklyn,397
Batting Average,Pittsburgh,.285
Doubles,Chicago,256
St. Louis,,
Hits,Pittsburgh,"1,548"
Home Runs,New York,82
On Base Percentage,Pittsburgh,.333
Runs,St. Louis,687
Slugging Average,Pittsburgh,.383
Stolen Bases,St. Louis,99
Triples,Pittsburgh,84
