0,1,2,3,4
1904 National LeagueTeam Standings,,,,
Team | Roster,W,L,WP,GB
New York Giants,106,47,.693,0
Chicago Cubs,93,60,.608,13
Cincinnati Reds,88,65,.575,18
Pittsburgh Pirates,87,66,.569,19
St. Louis Cardinals,75,79,.487,31½
Brooklyn Superbas,56,97,.366,50
Boston Beaneaters,55,98,.359,51
Philadelphia Phillies,52,100,.342,53½
Team | Roster,W,L,WP,GB
1904 National League Team Standings,,,,
