0,1,2
1949 National League Team ReviewHitting Statistics League Leaderboard,,
Statistic,Team,#
Base on Balls,Boston,684
Batting Average,St. Louis,.277
Doubles,St. Louis,281
Hits,St. Louis,"1,513"
Home Runs,Brooklyn,152
On Base Percentage,Brooklyn,.354
Runs,Brooklyn,879
Slugging Average,Brooklyn,.419
Stolen Bases,Brooklyn,117
Triples,Philadelphia,55
