0,1,2
1932 National League Team ReviewPitching Statistics League Leaderboard,,
Statistic,Team,#
Complete Games,Cincinnati,83
ERA,Chicago,3.45
Fewest Hits Allowed,Chicago,"1,444"
Fewest Home Runs Allowed,Boston,61
Fewest Walks Allowed,Cincinnati,276
Saves,Philadelphia,17
Shutouts,St. Louis,13
Strikeouts,St. Louis,681
Statistic,Team,#
1932 National League Team Review,,
