0,1,2
1931 National League Team ReviewHitting Statistics League Leaderboard,,
Statistic,Team,#
Base on Balls,Chicago,577
Batting Average,Chicago,.289
Doubles,St. Louis,353
Hits,Chicago,"1,578"
Home Runs,New York,101
On Base Percentage,Chicago,.360
Runs,Chicago,828
Slugging Average,Chicago,.422
Stolen Bases,St. Louis,114
Triples,Brooklyn,77
