0,1,2
1887 American Association Team ReviewHitting Statistics League Leaderboard,,
Statistic,Team,#
Base on Balls,Baltimore,469
Batting Average,St. Louis,.307
Doubles,St. Louis,261
Hits,St. Louis,"1,550"
Home Runs,St. Louis,39
On Base Percentage,St. Louis,.371
Runs,St. Louis,"1,131"
Slugging Average,St. Louis,.413
Triples,Cincinnati,96
Statistic,Team,#
