0,1,2
1879 National League Team ReviewPitching Statistics League Leaderboard,,
Statistic,Team,#
Complete Games,Chicago,82
ERA,Providence,2.18
Fewest Hits Allowed,Buffalo,698
Fewest Home Runs Allowed,Buffalo,3
Fewest Walks Allowed,Boston,46
Saves,Providence,2
Shutouts,Boston,13
Strikeouts,Providence,329
Statistic,Team,#
