0,1,2
1983 National League Team ReviewHitting Statistics League Leaderboard,,
Statistic,Team,#
Base on Balls,Philadelphia,640
Batting Average,Atlanta,.272
Doubles,Montreal,297
Hits,St. Louis,"1,496"
Home Runs,Los Angeles,146
On Base Percentage,Atlanta,.344
Runs,Atlanta,746
Slugging Average,Chicago,.401
Stolen Bases,St. Louis,207
Triples,St. Louis,63
