0,1,2
1926 National League Team ReviewHitting Statistics League Leaderboard,,
Statistic,Team,#
Base on Balls,St. Louis,478
Batting Average,Cincinnati,.290
Doubles,Chicago,291
Hits,Cincinnati,"1,541"
St. Louis,,
Home Runs,St. Louis,90
On Base Percentage,Cincinnati,.349
Runs,St. Louis,817
Slugging Average,St. Louis,.415
Stolen Bases,New York,94
Triples,Cincinnati,120
