0,1,2
1920 National League Team ReviewHitting Statistics League Leaderboard,,
Statistic,Team,#
Base on Balls,New York,432
Batting Average,St. Louis,.289
Doubles,St. Louis,238
Hits,St. Louis,"1,589"
Home Runs,Philadelphia,64
On Base Percentage,St. Louis,.337
Runs,New York,682
Slugging Average,St. Louis,.385
Stolen Bases,Pittsburgh,181
Triples,Brooklyn,99
Statistic,Team,#
