0,1,2
1963 National League Team ReviewPitching Statistics League Leaderboard,,
Statistic,Team,#
Complete Games,Milwaukee,56
ERA,Los Angeles,2.86
Fewest Hits Allowed,Philadelphia,"1,262"
Fewest Home Runs Allowed,Houston,95
Fewest Walks Allowed,Houston,378
Saves,Cincinnati,36
Shutouts,Los Angeles,24
Strikeouts,Los Angeles,"1,095"
