0,1,2
1893 National League Team ReviewPitching Statistics League Leaderboard,,
Statistic,Team,#
Complete Games,Boston,114
St. Louis,,
ERA,St. Louis,4.06
Fewest Hits Allowed,Pittsburgh,"1,232"
Fewest Home Runs Allowed,Chicago,26
Fewest Walks Allowed,Cleveland,356
Saves,Chicago,5
Cincinnati,,
Shutouts,Pittsburgh,8
Strikeouts,New York,395
Statistic,Team,#
