0,1,2
1884 American Association Team ReviewHitting Statistics League Leaderboard,,
Statistic,Team,#
Base on Balls,Baltimore,211
Batting Average,Philadelphia,.267
Doubles,Philadelphia,167
Hits,Philadelphia,"1,057"
Home Runs,Columbus,40
On Base Percentage,New York,.304
Runs,Cincinnati,754
Slugging Average,Philadelphia,.379
Triples,Philadelphia,100
Statistic,Team,#
