0,1,2
1981 National League Team ReviewPitching Statistics League Leaderboard,,
Statistic,Team,#
Complete Games,Los Angeles,26
ERA,Houston,2.67
Fewest Hits Allowed,Houston,842
Fewest Home Runs Allowed,Houston,40
Fewest Walks Allowed,Montreal,268
Saves,San Francisco,33
Shutouts,Houston,19
Los Angeles,,
Strikeouts,Houston,610
