0,1,2
1907 National League Team ReviewHitting Statistics League Leaderboard,,
Statistic,Team,#
Base on Balls,New York,516
Batting Average,Pittsburgh,.254
Doubles,Chicago,162
Philadelphia,,
Hits,Pittsburgh,"1,261"
Home Runs,New York,23
On Base Percentage,New York,.331
Runs,Pittsburgh,634
Slugging Average,Pittsburgh,.324
Stolen Bases,Pittsburgh,264
Triples,Cincinnati,90
Statistic,Team,#
