0,1,2,3,4
1942 National LeagueTeam Standings,,,,
Team [Click for roster],Wins,Losses,WP,GB
St. Louis Cardinals,106,48,.688,0
Brooklyn Dodgers,104,50,.675,2
New York Giants,85,67,.559,20
Cincinnati Reds,76,76,.500,29
Pittsburgh Pirates,66,81,.449,36½
Chicago Cubs,68,86,.442,38
Boston Braves,59,89,.399,44
Philadelphia Phillies,42,109,.278,62½
