0,1,2
1877 National League Team ReviewHitting Statistics League Leaderboard,,
Statistic,Team,#
Base on Balls,Cincinnati,78
Batting Average,Boston,.296
Doubles,Boston,91
Hits,Boston,700
Home Runs,Louisville,9
On Base Percentage,Boston,.314
Runs,Boston,419
Slugging Average,Boston,.370
Triples,Boston,37
Statistic,Team,#
