0,1,2
1922 National League Team ReviewHitting Statistics League Leaderboard,,
Statistic,Team,#
Base on Balls,Chicago,525
Batting Average,Pittsburgh,.308
Doubles,St. Louis,280
Hits,Pittsburgh,"1,698"
Home Runs,Philadelphia,116
On Base Percentage,New York,.363
Runs,Pittsburgh,865
Slugging Average,St. Louis,.444
Stolen Bases,Pittsburgh,145
Triples,Pittsburgh,110
Statistic,Team,#
