0,1,2
1880 National League Team ReviewHitting Statistics League Leaderboard,,
Statistic,Team,#
Base on Balls,Troy,120
Batting Average,Chicago,.279
Doubles,Chicago,164
Hits,Chicago,876
Home Runs,Boston,20
On Base Percentage,Chicago,.303
Runs,Chicago,538
Slugging Average,Chicago,.360
Triples,Cleveland,52
Worcester,,
Statistic,Team,#
