0,1,2
1939 National League Team ReviewPitching Statistics League Leaderboard,,
Statistic,Team,#
Complete Games,Cincinnati,86
ERA,Cincinnati,3.28
Fewest Hits Allowed,Cincinnati,"1,340"
Fewest Home Runs Allowed,Boston,63
Fewest Walks Allowed,Brooklyn,399
Saves,St. Louis,32
Shutouts,St. Louis,18
Strikeouts,Cincinnati,637
Seasonal Events:All-Star Game|World SeriesNavigation:Year in Review Menu|Previous Season|Next SeasonMiscellaneous:A.L. LeaderboardRetirements|Rookies List,,
