0,1,2
1952 National League Team ReviewPitching Statistics League Leaderboard,,
Statistic,Team,#
Complete Games,Philadelphia,80
ERA,Philadelphia,3.07
Fewest Hits Allowed,Chicago,"1,265"
Fewest Home Runs Allowed,Philadelphia,96
Fewest Walks Allowed,Philadelphia,373
Saves,New York,31
Shutouts,Philadelphia,17
Strikeouts,Brooklyn,773
