0,1,2
1938 National League Team ReviewHitting Statistics League Leaderboard,,
Statistic,Team,#
Base on Balls,Brooklyn,611
Batting Average,Pittsburgh,.279
Doubles,St. Louis,288
Hits,St. Louis,"1,542"
Home Runs,New York,125
On Base Percentage,Pittsburgh,.340
Runs,St. Louis,725
Slugging Average,St. Louis,.407
Stolen Bases,Brooklyn,66
Triples,Brooklyn,79
