0,1,2
1997 National League Team ReviewHitting Statistics League Leaderboard,,
Statistic,Team,#
Base on Balls,Florida,686
Batting Average,Colorado,.288
Doubles,Montreal,339
Hits,Colorado,"1,611"
Home Runs,Colorado,239
On Base Percentage,Colorado,.359
Runs,Colorado,923
Slugging Average,Colorado,.478
Stolen Bases,Cincinnati,190
Triples,Pittsburgh,52
Statistic,Team,#
