0,1,2
1937 National League Team ReviewPitching Statistics League Leaderboard,,
Statistic,Team,#
Complete Games,Boston,85
ERA,Boston,3.22
Fewest Hits Allowed,New York,"1,341"
Fewest Home Runs Allowed,Cincinnati,38
Fewest Walks Allowed,Boston,372
Saves,Cincinnati,18
Shutouts,Boston,16
Strikeouts,New York,653
Seasonal Events:All-Star Game|World SeriesNavigation:Year in Review Menu|Previous Season|Next SeasonMiscellaneous:A.L. LeaderboardRetirements|Rookies List,,
