0,1,2
1945 National League Team ReviewHitting Statistics League Leaderboard,,
Statistic,Team,#
Base on Balls,Brooklyn,629
Batting Average,Chicago,.277
Doubles,Pittsburgh,259
Hits,St. Louis,"1,498"
Home Runs,New York,114
On Base Percentage,Chicago,.349
Runs,Brooklyn,795
Slugging Average,New York,.379
Stolen Bases,Boston,82
Triples,Brooklyn,71
Statistic,Team,#
