0,1,2,3,4
1940 National LeagueTeam Standings,,,,
Team [Click for roster],Wins,Losses,WP,GB
Cincinnati Reds,100,53,.654,0
Brooklyn Dodgers,88,65,.575,12
St. Louis Cardinals,84,69,.549,16
Pittsburgh Pirates,78,76,.506,22½
Chicago Cubs,75,79,.487,25½
New York Giants,72,80,.474,27½
Boston Bees,65,87,.428,34½
Philadelphia Phillies,50,103,.327,50
