0,1,2
1926 National League Team ReviewPitching Statistics League Leaderboard,,
Statistic,Team,#
Complete Games,St. Louis,90
ERA,Chicago,3.26
Fewest Hits Allowed,New York,"1,370"
Fewest Home Runs Allowed,Chicago,39
Fewest Walks Allowed,Cincinnati,324
Saves,Pittsburgh,18
Shutouts,Cincinnati,14
Strikeouts,Brooklyn,517
Seasonal Events: All-Star Game |World SeriesNavigation:Year in Review Menu|Previous Season|Next SeasonMiscellaneous:A.L. LeaderboardRetirements|Rookies List,,
