0,1,2
1947 National League Team ReviewHitting Statistics League Leaderboard,,
Statistic,Team,#
Base on Balls,Brooklyn,732
Batting Average,Boston,.275
Doubles,Boston,265
Hits,St. Louis,"1,462"
Home Runs,New York,221
On Base Percentage,Brooklyn,.364
Runs,New York,830
Slugging Average,New York,.454
Stolen Bases,Brooklyn,88
Triples,St. Louis,65
