0,1,2
1967 National League Team ReviewPitching Statistics League Leaderboard,,
Statistic,Team,#
Complete Games,San Francisco,64
ERA,San Francisco,2.92
Fewest Hits Allowed,San Francisco,"1,283"
Fewest Home Runs Allowed,Philadelphia,86
Fewest Walks Allowed,Los Angeles,393
Saves,St. Louis,45
Shutouts,Cincinnati,18
Strikeouts,Cincinnati,"1,065"
Statistic,Team,#
