0,1,2
1880 National League Team ReviewPitching Statistics League Leaderboard,,
Statistic,Team,#
Complete Games,Cleveland,83
ERA,Providence,1.64
Fewest Hits Allowed,Chicago,622
Fewest Home Runs Allowed,Boston,2
Fewest Walks Allowed,Providence,51
Saves,Worcester,5
Shutouts,Providence,13
Strikeouts,Chicago,367
Statistic,Team,#
