0,1,2
1952 National League Team ReviewHitting Statistics League Leaderboard,,
Statistic,Team,#
Base on Balls,Brooklyn,663
Batting Average,St. Louis,.267
Doubles,St. Louis,247
Hits,Chicago,"1,408"
Home Runs,Brooklyn,153
On Base Percentage,Brooklyn,.348
Runs,Brooklyn,775
Slugging Average,Brooklyn,.399
Stolen Bases,Brooklyn,90
Triples,New York,56
