0,1,2
1908 National League Team ReviewHitting Statistics League Leaderboard,,
Statistic,Team,#
Base on Balls,New York,494
Batting Average,New York,.267
Doubles,Chicago,196
Hits,New York,"1,339"
Home Runs,Brooklyn,28
On Base Percentage,New York,.342
Runs,New York,652
Slugging Average,New York,.333
Stolen Bases,Chicago,212
Triples,Pittsburgh,98
Statistic,Team,#
