0,1,2,3,4
1881 National LeagueTeam Standings,,,,
Team | Roster,W,L,WP,GB
Chicago White Stockings,56,28,.667,0
Providence Grays,47,37,.560,9
Buffalo Bisons,45,38,.542,10½
Detroit Wolverines,41,43,.488,15
Troy Trojans,39,45,.464,17
Boston Red Caps,38,45,.458,17½
Cleveland Blues,36,48,.429,20
Worcester Ruby Legs,32,50,.390,23
Team | Roster,W,L,WP,GB
