0,1,2
1914 Federal League Team ReviewHitting Statistics League Leaderboard,,
Statistic,Team,#
Base on Balls,Chicago,520
Batting Average,Indianapolis,.285
Doubles,Indianapolis,230
Hits,Indianapolis,"1,474"
Home Runs,Chicago,52
On Base Percentage,Indianapolis,.349
Runs,Indianapolis,762
Slugging Average,Indianapolis,.383
Stolen Bases,Indianapolis,273
Triples,Indianapolis,90
Pittsburgh,,
Statistic,Team,#
