0,1,2
1966 National League Team ReviewHitting Statistics League Leaderboard,,
Statistic,Team,#
Base on Balls,Atlanta,512
Batting Average,Pittsburgh,.279
Doubles,Pittsburgh,238
Hits,Pittsburgh,"1,586"
Home Runs,Atlanta,207
On Base Percentage,Pittsburgh,.331
Runs,Atlanta,782
Slugging Average,Pittsburgh,.428
Stolen Bases,St. Louis,144
Triples,Pittsburgh,66
Statistic,Team,#
1966 NL Team Hitting Stats,,
