0,1,2
1957 National League Team ReviewPitching Statistics League Leaderboard,,
Statistic,Team,#
Complete Games,Milwaukee,60
ERA,Brooklyn,3.35
Fewest Hits Allowed,Brooklyn,"1,285"
Fewest Home Runs Allowed,Milwaukee,124
Fewest Walks Allowed,Philadelphia,412
Saves,Brooklyn,29
Cincinnati,,
St. Louis,,
Shutouts,Brooklyn,18
Strikeouts,Brooklyn,891
