0,1,2
1973 National League Team ReviewPitching Statistics League Leaderboard,,
Statistic,Team,#
Complete Games,Philadelphia,49
ERA,Los Angeles,3.01
Fewest Hits Allowed,Los Angeles,"1,270"
Fewest Home Runs Allowed,St. Louis,105
Fewest Walks Allowed,Chicago,438
Saves,Pittsburgh,44
San Francisco,,
Shutouts,Cincinnati,17
Strikeouts,New York,"1,027"
