0,1,2
1957 National League Team ReviewHitting Statistics League Leaderboard,,
Statistic,Team,#
Base on Balls,Brooklyn,550
Batting Average,St. Louis,.274
Doubles,Cincinnati,251
Hits,St. Louis,"1,497"
Home Runs,Milwaukee,199
On Base Percentage,Cincinnati,.341
Runs,Milwaukee,772
Slugging Average,Milwaukee,.442
Stolen Bases,New York,64
Triples,Milwaukee,62
