0,1,2
1882 American Association Team ReviewPitching Statistics League Leaderboard,,
Statistic,Team,#
Complete Games,Cincinnati,77
Pittsburgh,,
ERA,Cincinnati,1.65
Fewest Hits Allowed,Cincinnati,609
Fewest Home Runs Allowed,Pittsburgh,4
Fewest Walks Allowed,Pittsburgh,82
Saves,St. Louis,1
Shutouts,Cincinnati,11
Strikeouts,Pittsburgh,252
Statistic,Team,#
