0,1,2,3,4
1905 National LeagueTeam Standings,,,,
Team [Click for roster],Wins,Losses,WP,GB
New York Giants,105,48,.686,0
Pittsburgh Pirates,96,57,.627,9
Chicago Cubs,92,61,.601,13
Philadelphia Phillies,83,69,.546,21½
Cincinnati Reds,79,74,.516,26
St. Louis Cardinals,58,96,.377,47½
Boston Beaneaters,51,103,.331,54½
Brooklyn Superbas,48,104,.316,56½
