0,1,2
1960 National League Team ReviewHitting Statistics League Leaderboard,,
Statistic,Team,#
Base on Balls,Chicago,531
Batting Average,Pittsburgh,.276
Doubles,Pittsburgh,236
Hits,Pittsburgh,"1,493"
Home Runs,Milwaukee,170
On Base Percentage,Pittsburgh,.338
Runs,Pittsburgh,734
Slugging Average,Milwaukee,.417
Stolen Bases,Los Angeles,95
Triples,San Francisco,62
