0,1,2
1965 National League Team ReviewPitching Statistics League Leaderboard,,
Statistic,Team,#
Complete Games,Los Angeles,58
ERA,Los Angeles,2.81
Fewest Hits Allowed,Los Angeles,"1,223"
Fewest Home Runs Allowed,Pittsburgh,89
Fewest Walks Allowed,Houston,388
Saves,San Francisco,42
Shutouts,Los Angeles,23
Strikeouts,Cincinnati,"1,113"
Statistic,Team,#
