0,1,2
1885 American Association Team ReviewHitting Statistics League Leaderboard,,
Statistic,Team,#
Base on Balls,Baltimore,279
Batting Average,Philadelphia,.265
Doubles,Philadelphia,169
Hits,Philadelphia,"1,099"
Home Runs,Philadelphia,30
On Base Percentage,Philadelphia,.310
Runs,Philadelphia,764
Slugging Average,Philadelphia,.365
Triples,Louisville,83
Statistic,Team,#
