0,1,2
1936 National League Team ReviewPitching Statistics League Leaderboard,,
Statistic,Team,#
Complete Games,Chicago,77
ERA,New York,3.46
Fewest Hits Allowed,Chicago,"1,413"
Fewest Home Runs Allowed,Cincinnati,51
Fewest Walks Allowed,Pittsburgh,379
Saves,St. Louis,24
Shutouts,Chicago,18
Strikeouts,Brooklyn,651
Statistic,Team,#
1936 National League Team Review,,
