0,1,2
1959 National League Team ReviewHitting Statistics League Leaderboard,,
Statistic,Team,#
Base on Balls,Los Angeles,591
Batting Average,Cincinnati,.274
Doubles,Cincinnati,258
Hits,Cincinnati,"1,448"
Home Runs,Milwaukee,177
On Base Percentage,Cincinnati,.340
Runs,Cincinnati,764
Slugging Average,Cincinnati,.427
Stolen Bases,Los Angeles,84
Triples,St. Louis,49
