0,1,2
1877 National League Team ReviewPitching Statistics League Leaderboard,,
Statistic,Team,#
Complete Games,Boston,61
Louisville,,
ERA,Boston,2.15
Fewest Hits Allowed,Boston,557
Fewest Home Runs Allowed,Hartford,2
St. Louis,,
Fewest Walks Allowed,Boston,38
Saves,Chicago,3
Shutouts,Boston,7
Strikeouts,Boston,177
Statistic,Team,#
