0,1,2
1938 National League Team ReviewPitching Statistics League Leaderboard,,
Statistic,Team,#
Complete Games,Boston,83
ERA,Chicago,3.38
Fewest Hits Allowed,Cincinnati,"1,329"
Fewest Home Runs Allowed,Boston,66
Fewest Walks Allowed,New York,389
Saves,Chicago,18
New York,,
Shutouts,Chicago,16
Strikeouts,Chicago,583
Seasonal Events:All-Star Game|World SeriesNavigation:Year in Review Menu|Previous Season|Next SeasonMiscellaneous:A.L. LeaderboardRetirements|Rookies List,,
