0,1,2
1916 National League Team ReviewHitting Statistics League Leaderboard,,
Statistic,Team,#
Base on Balls,Boston,437
Batting Average,Brooklyn,.261
Doubles,Philadelphia,223
Hits,Brooklyn,"1,366"
Home Runs,Chicago,46
On Base Percentage,Brooklyn,.313
Runs,New York,597
Slugging Average,Brooklyn,.345
Stolen Bases,New York,206
Triples,Pittsburgh,91
Statistic,Team,#
