0,1,2
1927 National League Team ReviewHitting Statistics League Leaderboard,,
Statistic,Team,#
Base on Balls,St. Louis,484
Batting Average,Pittsburgh,.305
Doubles,Chicago,266
Hits,Pittsburgh,"1,648"
Home Runs,New York,109
On Base Percentage,Pittsburgh,.361
Runs,New York,817
Pittsburgh,,
Slugging Average,New York,.427
Stolen Bases,St. Louis,110
Triples,St. Louis,79
