0,1,2
1946 National League Team ReviewPitching Statistics League Leaderboard,,
Statistic,Team,#
Complete Games,St. Louis,75
ERA,St. Louis,3.01
Fewest Hits Allowed,Brooklyn,"1,280"
Fewest Home Runs Allowed,Pittsburgh,50
Fewest Walks Allowed,Cincinnati,467
Saves,Brooklyn,28
Shutouts,St. Louis,18
Strikeouts,Brooklyn,467
Seasonal Events:All-Star Game|World SeriesNavigation:Year in Review Menu|Previous Season|Next SeasonMiscellaneous:A.L. LeaderboardRetirements|Rookies List,,
