0,1,2
1993 National League Team ReviewHitting Statistics League Leaderboard,,
Statistic,Team,#
Base on Balls,Philadelphia,665
Batting Average,San Francisco,.276
Doubles,Philadelphia,297
Hits,Philadelphia,"1,555"
Home Runs,Atlanta,169
On Base Percentage,Philadelphia,.354
Runs,Philadelphia,877
Slugging Average,San Francisco,.427
Stolen Bases,Montreal,228
Triples,Colorado,59
