0,1,2
1911 National League Team ReviewHitting Statistics League Leaderboard,,
Statistic,Team,#
Base on Balls,St. Louis,592
Batting Average,New York,.279
Doubles,Boston,249
Hits,Boston,"1,417"
Home Runs,Philadelphia,60
On Base Percentage,New York,.358
Runs,Chicago,757
Slugging Average,New York,.390
Stolen Bases,New York,347
Triples,Pittsburgh,106
Statistic,Team,#
